problem,brand,repair_status,event_year,age
power/battery,samsung,end of life,2018,
performance,medion,fixed,2018,
performance,medion,fixed,2018,
unknown,apple,end of life,2013,
internal storage,apple,repairable,2018,
integrated screen,sony,repairable,2018,
power/battery,dell,repairable,2018,
performance,sony,fixed,2018,
performance,sony,fixed,2018,
performance,unknown,fixed,2014,
boot,unknown,repairable,2014,
integrated screen,unknown,fixed,2014,
performance,unknown,repairable,2014,
integrated screen,unknown,fixed,2014,
boot,unknown,fixed,2018,
power/battery,apple,fixed,2014,
integrated keyboard,hp,repairable,2018,
performance,unknown,fixed,2018,
power/battery,lenovo,fixed,2018,
internal storage,apple,fixed,2018,
ports/slots/connectors,hp,repairable,2018,
boot,unknown,repairable,2018,
integrated screen,apple,repairable,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,end of life,2018,
unknown,unknown,end of life,2018,
unknown,unknown,end of life,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,repairable,2018,
unknown,unknown,fixed,2014,
unknown,unknown,end of life,2018,
unknown,unknown,end of life,2018,
unknown,unknown,end of life,2018,
unknown,unknown,end of life,2018,
unknown,unknown,end of life,2018,
unknown,unknown,end of life,2018,
unknown,unknown,end of life,2018,
unknown,unknown,fixed,2018,
performance,apple,fixed,2014,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
performance,acer,fixed,2014,
performance,acer,fixed,2014,
integrated screen,hp,fixed,2018,
performance,hp,fixed,2018,
integrated screen,unknown,fixed,2018,
boot,apple,end of life,2018,
unknown,unknown,repairable,2018,
internal storage,unknown,end of life,2014,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2014,
configuration,sony,fixed,2018,
configuration,unknown,end of life,2014,
unknown,acer,fixed,2018,
unknown,unknown,fixed,2018,
performance,acer,fixed,2018,
boot,hp,fixed,2018,
unknown,unknown,repairable,2018,
unknown,unknown,end of life,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
performance,apple,fixed,2014,
system board,apple,repairable,2018,
system board,unknown,end of life,2018,
case/chassis,unknown,repairable,2018,
unknown,unknown,end of life,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,repairable,2018,
unknown,unknown,repairable,2018,
unknown,unknown,repairable,2018,
performance,unknown,repairable,2014,
unknown,unknown,fixed,2018,
unknown,unknown,repairable,2018,
unknown,unknown,repairable,2018,
boot,unknown,end of life,2013,
performance,unknown,repairable,2018,
unknown,unknown,repairable,2018,
operating system,acer,repairable,2018,
power/battery,hp,repairable,2018,
internal storage,apple,repairable,2018,
unknown,lenovo,end of life,2018,
overheating,unknown,fixed,2018,
unknown,unknown,fixed,2018,
performance,unknown,fixed,2014,
unknown,unknown,end of life,2018,
ports/slots/connectors,hp,unknown,2018,
configuration,unknown,fixed,2018,
boot,unknown,end of life,2014,
power/battery,dell,repairable,2018,
unknown,unknown,fixed,2018,
unknown,unknown,end of life,2018,
unknown,unknown,fixed,2014,
ports/slots/connectors,asos,fixed,2018,
configuration,dell,fixed,2018,
performance,unknown,repairable,2014,
configuration,dell,repairable,2018,
unknown,unknown,fixed,2018,
configuration,unknown,fixed,2014,
integrated screen,unknown,fixed,2014,
boot,toshiba,fixed,2018,
operating system,unknown,repairable,2014,
operating system,packard bell,fixed,2018,
unknown,unknown,fixed,2018,
system board,unknown,end of life,2014,
operating system,unknown,repairable,2014,
internal storage,unknown,fixed,2014,
performance,dell,fixed,2014,
boot,unknown,fixed,2014,
boot,unknown,fixed,2014,
case/chassis,hp,fixed,2018,
configuration,acer,fixed,2014,
boot,lenovo,fixed,2014,
ports/slots/connectors,acer,fixed,2013,
performance,acer,fixed,2014,
boot,unknown,fixed,2014,
power/battery,toshiba,repairable,2018,
unknown,apple,repairable,2018,
unknown,unknown,fixed,2014,
performance,unknown,fixed,2018,
performance,unknown,fixed,2018,
performance,unknown,fixed,2018,
integrated screen,unknown,repairable,2018,
power/battery,unknown,end of life,2018,
power/battery,unknown,repairable,2018,
operating system,unknown,fixed,2018,
operating system,unknown,repairable,2018,
unknown,apple,repairable,2018,
power/battery,unknown,end of life,2018,
overheating,unknown,fixed,2018,
configuration,unknown,fixed,2018,
integrated screen,unknown,end of life,2018,
overheating,unknown,fixed,2018,
integrated screen,unknown,repairable,2018,
performance,unknown,repairable,2018,
integrated keyboard,apple,repairable,2018,
power/battery,unknown,fixed,2018,
boot,unknown,repairable,2018,
boot,unknown,fixed,2018,
unknown,apple,repairable,2018,
integrated keyboard,unknown,fixed,2018,
integrated media component,unknown,repairable,2018,
unknown,unknown,fixed,2014,
unknown,unknown,end of life,2014,
unknown,unknown,repairable,2018,
unknown,unknown,fixed,2014,
unknown,unknown,fixed,2014,
unknown,unknown,repairable,2018,
integrated screen,dell,fixed,2014,
unknown,unknown,repairable,2018,
unknown,unknown,repairable,2018,
unknown,unknown,fixed,2018,
unknown,unknown,repairable,2018,
unknown,unknown,end of life,2018,
unknown,unknown,repairable,2018,
unknown,unknown,repairable,2018,
integrated media component,sony,fixed,2014,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,repairable,2018,
unknown,unknown,repairable,2018,
unknown,unknown,fixed,2018,
unknown,unknown,repairable,2018,
ports/slots/connectors,apple,repairable,2014,
unknown,unknown,repairable,2018,
unknown,unknown,repairable,2018,
unknown,unknown,repairable,2018,
configuration,unknown,repairable,2014,
performance,unknown,fixed,2014,
internal storage,hp,repairable,2018,
boot,unknown,fixed,2014,
unknown,unknown,repairable,2018,
performance,acer,repairable,2014,
performance,hp,end of life,2013,
operating system,unknown,repairable,2018,
integrated screen,unknown,end of life,2018,
performance,unknown,fixed,2018,
integrated screen,unknown,fixed,2018,
boot,unknown,repairable,2018,
integrated screen,unknown,end of life,2018,
operating system,unknown,repairable,2018,
performance,unknown,fixed,2018,
configuration,unknown,fixed,2018,
integrated screen,unknown,repairable,2018,
unknown,unknown,fixed,2018,
virus/malware,unknown,fixed,2018,
power/battery,unknown,fixed,2014,
boot,unknown,end of life,2018,
overheating,unknown,fixed,2018,
boot,apple,end of life,2014,
performance,unknown,fixed,2018,
integrated screen,acer,repairable,2018,
virus/malware,unknown,unknown,2018,
boot,dell,end of life,2013,
operating system,unknown,fixed,2018,
internal storage,unknown,repairable,2014,
integrated keyboard,unknown,repairable,2014,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
